"","asia","tub","smoke","lung","bronc","either","xray","dysp"
"3256","no","no","yes","no","yes","no","no","no"
"3257","no","no","yes","no","no","no","yes","no"
"3258","no","no","no","no","no","no","no","no"
"3259","no","no","no","no","no","no","no","no"
"3260","no","no","yes","no","yes","no","no","yes"
"3261","no","no","yes","no","yes","no","no","no"
"3262","no","no","yes","no","yes","no","no","yes"
"3263","no","no","no","no","no","no","no","no"
"3264","no","no","no","no","no","no","no","no"
"3265","no","no","no","no","no","no","no","no"
"3266","no","no","no","no","no","no","no","no"
"3267","no","no","no","no","yes","no","no","yes"
"3268","no","no","yes","no","no","no","no","no"
"3269","yes","no","yes","no","no","no","no","no"
"3270","no","no","yes","no","no","no","no","no"
"3271","no","no","no","no","no","no","no","no"
"3272","no","no","no","no","no","no","no","no"
"3273","no","no","no","no","no","no","no","no"
"3274","no","no","no","no","no","no","no","no"
"3275","no","no","no","no","no","no","no","no"
"3276","no","no","no","no","yes","no","no","yes"
"3277","no","no","no","no","no","no","no","no"
"3278","no","no","yes","no","no","no","no","no"
"3279","no","no","yes","yes","yes","yes","yes","yes"
"3280","no","no","yes","no","no","no","no","no"
"3281","no","no","yes","no","yes","no","no","yes"
"3282","no","no","yes","no","yes","no","no","no"
"3283","no","no","no","no","no","no","no","no"
"3284","no","no","no","no","no","no","no","no"
"3285","no","no","no","no","yes","no","no","yes"
"3286","no","no","no","no","yes","no","no","yes"
"3287","no","no","no","no","yes","no","no","yes"
"3288","no","no","yes","no","no","no","no","no"
"3289","no","no","no","no","no","no","no","no"
"3290","no","no","yes","no","no","no","no","no"
"3291","no","no","no","no","no","no","no","no"
"3292","no","no","no","no","no","no","no","no"
"3293","no","no","yes","yes","yes","yes","yes","yes"
"3294","no","no","no","no","no","no","no","no"
"3295","no","no","yes","no","no","no","no","no"
"3296","no","no","yes","no","no","no","no","no"
"3297","no","no","yes","yes","yes","yes","yes","yes"
"3298","no","no","yes","no","yes","no","yes","yes"
"3299","no","no","no","no","no","no","no","no"
"3300","no","no","no","no","no","no","no","no"
"3301","no","no","yes","no","yes","no","no","yes"
"3302","no","no","yes","no","yes","no","yes","yes"
"3303","no","no","yes","no","no","no","no","no"
"3304","no","no","yes","no","yes","no","no","yes"
"3305","no","no","yes","no","yes","no","no","yes"
"3306","no","no","no","no","no","no","no","no"
"3307","no","no","yes","no","yes","no","no","yes"
"3308","no","no","no","no","no","no","no","no"
"3309","no","no","yes","yes","no","yes","yes","yes"
"3310","no","no","yes","no","yes","no","no","yes"
"3311","no","no","yes","no","yes","no","no","yes"
"3312","no","no","yes","no","no","no","no","no"
"3313","no","no","no","no","no","no","no","no"
"3314","no","no","no","no","no","no","no","no"
"3315","no","no","no","no","no","no","no","no"
"3316","no","no","no","no","no","no","no","no"
"3317","no","no","yes","no","yes","no","no","yes"
"3318","no","no","yes","no","no","no","no","no"
"3319","no","no","no","no","no","no","no","no"
"3320","no","no","no","no","no","no","no","yes"
"3321","no","no","no","no","no","no","no","yes"
"3322","no","no","no","no","no","no","no","no"
"3323","no","no","yes","yes","yes","yes","yes","no"
"3324","no","no","yes","no","no","no","no","no"
"3325","no","no","yes","no","no","no","no","no"
"3326","no","no","no","no","no","no","no","no"
"3327","no","no","no","yes","no","yes","yes","no"
"3328","no","no","no","no","no","no","no","no"
"3329","no","no","yes","no","no","no","no","no"
"3330","no","no","yes","no","yes","no","no","yes"
"3331","no","no","no","no","yes","no","no","yes"
"3332","no","no","no","no","no","no","no","no"
"3333","no","no","no","no","no","no","no","no"
"3334","no","no","yes","yes","yes","yes","yes","no"
"3335","no","no","no","no","yes","no","no","yes"
"3336","no","no","no","no","no","no","no","no"
"3337","no","no","yes","no","no","no","no","no"
"3338","no","no","yes","no","yes","no","no","yes"
"3339","no","no","no","no","no","no","no","no"
"3340","no","no","yes","no","no","no","no","no"
"3341","no","no","no","no","no","no","no","no"
"3342","no","no","no","no","no","no","no","no"
"3343","no","no","no","no","yes","no","no","yes"
"3344","no","no","no","no","no","no","no","no"
"3345","no","no","yes","no","no","no","no","no"
"3346","no","no","no","no","no","no","no","no"
"3347","no","no","yes","no","no","no","yes","no"
"3348","no","no","no","no","yes","no","no","yes"
"3349","no","no","yes","no","yes","no","no","yes"
"3350","no","no","yes","no","no","no","no","no"
"3351","no","no","no","no","no","no","no","no"
"3352","no","no","no","no","yes","no","no","yes"
"3353","no","no","no","no","no","no","no","no"
"3354","no","no","no","no","yes","no","yes","yes"
"3355","no","no","yes","no","yes","no","no","yes"
"3356","no","no","no","no","no","no","no","no"
"3357","no","no","yes","no","yes","no","no","yes"
"3358","no","no","no","no","no","no","no","no"
"3359","no","no","yes","no","no","no","no","no"
"3360","no","no","no","no","yes","no","no","yes"
"3361","no","no","no","no","yes","no","no","yes"
"3362","no","no","no","no","yes","no","no","yes"
"3363","no","no","no","no","no","no","no","no"
"3364","no","no","yes","no","yes","no","no","yes"
"3365","no","no","yes","no","no","no","no","no"
"3366","no","no","yes","no","yes","no","no","no"
"3367","no","no","yes","no","no","no","no","no"
"3368","no","no","yes","no","yes","no","no","yes"
"3369","no","no","yes","no","yes","no","no","yes"
"3370","no","no","no","no","no","no","no","no"
"3371","no","no","no","no","no","no","no","no"
"3372","no","no","yes","no","yes","no","no","no"
"3373","no","no","yes","no","yes","no","no","yes"
"3374","no","no","no","no","no","no","no","no"
"3375","no","no","yes","yes","yes","yes","yes","yes"
"3376","no","no","yes","no","yes","no","no","yes"
"3377","no","no","no","no","no","no","no","no"
"3378","no","no","no","no","no","no","no","no"
"3379","no","no","no","no","no","no","yes","no"
"3380","no","no","no","no","no","no","no","no"
"3381","no","no","no","no","no","no","no","no"
"3382","no","no","yes","yes","yes","yes","yes","yes"
"3383","no","no","no","no","yes","no","no","yes"
"3384","no","no","no","no","no","no","no","no"
"3385","no","no","no","no","yes","no","no","yes"
"3386","no","no","no","no","yes","no","yes","yes"
"3387","no","no","yes","no","yes","no","no","yes"
"3388","no","no","no","no","no","no","no","yes"
"3389","no","no","no","no","no","no","no","no"
"3390","no","no","yes","no","no","no","no","no"
"3391","no","no","no","no","yes","no","no","yes"
"3392","no","no","no","no","no","no","yes","yes"
"3393","no","no","no","no","yes","no","no","yes"
"3394","no","no","no","no","no","no","no","no"
"3395","no","no","yes","no","yes","no","no","no"
"3396","no","no","no","no","yes","no","no","no"
"3397","no","no","yes","no","yes","no","no","no"
"3398","no","no","no","no","no","no","yes","no"
"3399","no","no","no","no","yes","no","no","yes"
"3400","no","no","yes","no","no","no","no","no"
"3401","no","no","yes","no","yes","no","no","yes"
"3402","no","no","yes","no","yes","no","no","yes"
"3403","no","no","yes","no","no","no","no","no"
"3404","no","no","no","no","yes","no","no","yes"
"3405","no","no","yes","yes","no","yes","yes","yes"
"3406","no","no","no","no","yes","no","no","no"
"3407","yes","no","no","no","no","no","no","yes"
"3408","no","no","no","no","yes","no","no","yes"
"3409","no","no","yes","no","yes","no","no","yes"
"3410","no","no","no","no","no","no","yes","no"
"3411","no","no","yes","no","yes","no","no","no"
"3412","no","no","yes","yes","yes","yes","yes","yes"
"3413","no","no","no","no","no","no","no","yes"
"3414","no","no","no","no","no","no","no","no"
"3415","no","no","no","no","no","no","no","no"
"3416","no","no","yes","no","yes","no","no","no"
"3417","no","no","yes","no","yes","no","no","yes"
"3418","no","yes","no","no","no","yes","yes","yes"
"3419","no","no","no","no","yes","no","no","yes"
"3420","no","no","yes","no","no","no","no","no"
"3421","no","no","yes","no","yes","no","no","yes"
"3422","no","no","no","no","no","no","yes","yes"
"3423","no","no","no","no","no","no","no","no"
"3424","no","no","no","no","yes","no","no","yes"
"3425","no","no","no","no","yes","no","no","yes"
"3426","no","no","yes","no","yes","no","no","yes"
"3427","no","yes","no","no","no","yes","yes","no"
"3428","no","no","no","no","no","no","no","yes"
"3429","no","no","no","no","no","no","no","no"
"3430","no","no","yes","no","yes","no","no","yes"
"3431","no","no","no","no","yes","no","no","yes"
"3432","no","no","no","no","yes","no","no","no"
"3433","no","yes","yes","no","yes","yes","yes","yes"
"3434","no","no","no","no","yes","no","no","yes"
"3435","no","no","no","no","yes","no","no","yes"
"3436","no","no","no","no","no","no","no","no"
"3437","no","no","no","no","no","no","no","no"
"3438","no","no","yes","no","no","no","no","yes"
"3439","no","no","yes","no","no","no","no","no"
"3440","no","no","yes","yes","no","yes","yes","yes"
"3441","no","no","yes","no","no","no","no","no"
"3442","no","no","yes","no","yes","no","no","yes"
"3443","no","no","yes","no","yes","no","yes","yes"
"3444","no","no","no","no","no","no","no","no"
"3445","no","no","no","no","yes","no","no","no"
"3446","no","no","yes","no","no","no","no","no"
"3447","no","no","yes","no","yes","no","no","yes"
"3448","no","no","yes","no","yes","no","no","yes"
"3449","no","no","no","no","no","no","no","no"
"3450","no","no","no","no","no","no","no","no"
"3451","no","no","yes","no","no","no","no","no"
"3452","no","no","yes","no","yes","no","no","yes"
"3453","no","no","yes","no","yes","no","no","no"
"3454","no","yes","no","no","no","yes","yes","yes"
"3455","no","no","no","no","no","no","no","no"
"3456","no","no","yes","no","no","no","no","no"
"3457","no","no","no","no","no","no","no","no"
"3458","no","no","yes","no","yes","no","no","yes"
"3459","no","no","no","no","no","no","no","no"
"3460","no","no","no","no","yes","no","no","no"
"3461","no","no","yes","yes","yes","yes","yes","yes"
"3462","no","no","yes","no","yes","no","no","yes"
"3463","no","no","no","no","yes","no","no","yes"
"3464","no","no","no","no","yes","no","no","yes"
"3465","no","no","no","no","no","no","no","no"
"3466","no","no","yes","no","no","no","no","no"
"3467","no","no","no","no","yes","no","no","yes"
"3468","no","no","no","no","yes","no","no","yes"
"3469","no","no","yes","no","no","no","no","no"
"3470","no","no","no","no","no","no","no","no"
"3471","no","no","yes","no","no","no","no","no"
"3472","no","no","no","no","yes","no","no","yes"
"3473","no","no","yes","no","no","no","no","no"
"3474","no","no","no","no","no","no","no","no"
"3475","no","no","yes","no","yes","no","no","yes"
"3476","no","no","yes","no","no","no","yes","no"
"3477","no","no","yes","no","yes","no","no","yes"
"3478","no","no","yes","no","yes","no","no","yes"
"3479","no","no","no","no","no","no","no","no"
"3480","no","no","no","no","no","no","no","yes"
"3481","no","no","yes","no","no","no","no","yes"
"3482","no","yes","no","no","no","yes","yes","yes"
"3483","no","no","yes","yes","yes","yes","yes","yes"
"3484","no","no","yes","yes","yes","yes","yes","yes"
"3485","no","no","no","no","yes","no","no","yes"
"3486","no","no","yes","no","no","no","no","no"
"3487","no","no","no","no","no","no","no","no"
"3488","no","no","yes","no","yes","no","no","yes"
"3489","no","no","yes","no","no","no","no","no"
"3490","no","no","no","no","no","no","yes","no"
"3491","no","no","no","no","no","no","no","no"
"3492","no","no","no","no","yes","no","no","yes"
"3493","no","no","no","no","no","no","no","no"
"3494","no","no","yes","no","no","no","no","no"
"3495","no","no","no","no","yes","no","no","yes"
"3496","no","no","yes","no","yes","no","no","yes"
"3497","no","no","yes","no","yes","no","no","yes"
"3498","no","no","yes","no","no","no","no","yes"
"3499","no","no","no","no","no","no","no","no"
"3500","no","no","no","no","yes","no","no","yes"
"3501","no","no","yes","no","no","no","no","no"
"3502","no","no","no","no","no","no","no","no"
"3503","no","no","no","no","no","no","no","yes"
"3504","no","no","yes","no","no","no","no","no"
"3505","no","no","no","no","yes","no","no","yes"
"3506","no","no","yes","no","no","no","no","no"
"3507","no","no","no","no","no","no","no","no"
"3508","no","no","no","no","no","no","no","no"
"3509","no","no","no","no","yes","no","no","no"
"3510","no","no","yes","no","yes","no","no","no"
"3511","no","yes","yes","no","no","yes","yes","no"
"3512","no","no","yes","no","yes","no","no","yes"
"3513","no","no","no","no","no","no","no","no"
"3514","no","no","yes","no","yes","no","no","no"
"3515","no","no","no","no","no","no","no","no"
"3516","no","no","yes","no","yes","no","no","yes"
"3517","no","no","no","no","yes","no","no","yes"
"3518","no","no","no","no","yes","no","no","yes"
"3519","no","no","no","no","no","no","no","no"
"3520","no","no","yes","no","yes","no","no","yes"
"3521","no","no","no","no","no","no","no","no"
"3522","no","no","no","no","yes","no","no","yes"
"3523","no","no","yes","no","no","no","no","no"
"3524","no","no","yes","no","no","no","no","no"
"3525","no","no","yes","no","no","no","no","no"
"3526","no","no","yes","no","yes","no","no","yes"
"3527","no","no","yes","no","yes","no","no","yes"
"3528","no","no","yes","no","no","no","no","yes"
"3529","no","no","yes","no","no","no","yes","no"
"3530","no","no","no","no","no","no","no","no"
"3531","no","no","yes","no","yes","no","no","yes"
"3532","no","no","yes","no","no","no","no","no"
"3533","no","no","no","no","yes","no","no","yes"
"3534","no","no","yes","no","yes","no","no","yes"
"3535","no","no","yes","no","yes","no","no","yes"
"3536","no","no","no","no","no","no","no","yes"
"3537","no","no","no","no","yes","no","no","yes"
"3538","no","no","no","no","no","no","yes","no"
"3539","no","no","yes","yes","no","yes","yes","yes"
"3540","no","no","yes","no","yes","no","no","no"
"3541","no","no","yes","no","yes","no","no","yes"
"3542","no","no","yes","no","yes","no","no","yes"
"3543","no","no","no","no","no","no","no","no"
"3544","no","no","no","no","no","no","no","no"
"3545","no","no","no","no","no","no","no","no"
"3546","no","no","no","no","no","no","no","no"
"3547","no","no","yes","no","no","no","no","no"
"3548","no","no","no","no","no","no","no","yes"
"3549","no","no","no","no","yes","no","yes","yes"
"3550","no","no","yes","no","no","no","no","no"
"3551","no","no","no","no","no","no","no","no"
"3552","no","no","yes","no","yes","no","no","no"
"3553","no","no","yes","no","no","no","no","no"
"3554","no","no","yes","no","yes","no","no","no"
"3555","no","no","yes","no","yes","no","no","no"
"3556","no","no","yes","yes","yes","yes","yes","yes"
"3557","no","no","no","no","yes","no","no","yes"
"3558","no","no","no","no","no","no","no","no"
"3559","no","no","no","yes","no","yes","yes","no"
"3560","no","no","no","no","no","no","no","no"
"3561","no","no","yes","yes","yes","yes","yes","yes"
"3562","no","no","yes","no","no","no","no","no"
"3563","no","no","no","no","no","no","no","yes"
"3564","no","no","no","no","no","no","no","no"
"3565","no","no","no","no","no","no","no","yes"
"3566","no","no","yes","no","yes","no","no","yes"
