"","dm_1","foto_1","straaling_1","temp_1","lai_1","meldug_1","lai_0","dm_2","foto_2","straaling_2","temp_2","lai_2","meldug_2","dm_3","foto_3","straaling_3","temp_3","lai_3","meldug_3","dm_4","foto_4","straaling_4","temp_4","lai_4","meldug_4","mikro_1","middel_1","mikro_2","middel_2","mikro_3","middel_3","nedboer_1","nedboer_2","nedboer_3","udbytte"
"2701","0_28_kg_m2","0_55_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","1___2_%","___6_5","0_58_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_02_kg_m2","0_85_kg_m2","350___399_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_22_kg_m2","0_60_kg_m2","___300_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","____4","0___1","2___3","103___105_hkg_ha"
"2702","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01_%","3_5___4_5","0_62_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_00_kg_m2","0_70_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","1_16_kg_m2","0_50_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","____4","0___1","0___1","99___101_hkg_ha"
"2703","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_01___0_5_%","___6_5","0_68_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_24_kg_m2","1_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_26_kg_m2","0_30_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","____4","0___1","____4","107___109_hkg_ha"
"2704","0_30_kg_m2","0_55_kg_m2","____250_MJ_m2","___13_0_C","2_5___3_5","0_00___0_01_%","2_5___3_5","0_56_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_94_kg_m2","0_75_kg_m2","350___399_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","0_80_kg_m2","0_05_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","0___1","2___3","67___69_hkg_ha"
"2705","0_26_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","2___6_%","4_5___5_5","0_46_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","0_94_kg_m2","0_85_kg_m2","300___349_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","1_36_kg_m2","0_85_kg_m2","300___349_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","2___3","____4","115___117_hkg_ha"
"2706","0_36_kg_m2","0_65_kg_m2","200___249_MJ_m2","___13_0_C","3_5___4_5","10___25_%","4_5___5_5","0_54_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_02_kg_m2","0_90_kg_m2","350___399_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_06_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","____4","____4","____4","89___91_hkg_ha"
"2707","0_24_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1_%","3_5___4_5","0_46_kg_m2","0_45_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_96_kg_m2","0_90_kg_m2","300___349_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","1_10_kg_m2","0_40_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_koldt","0_25_l_ha","2___3","____4","2___3","93___95_hkg_ha"
"2708","0_32_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_64_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","0_96_kg_m2","0_75_kg_m2","___300_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_10_kg_m2","0_45_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","____4","____4","91___93_hkg_ha"
"2709","0_06_kg_m2","0_25_kg_m2","___150_MJ_m2","15_0___16_9_C","1_5___2_5","50___100_%","5_5___6_5","0_16_kg_m2","0_25_kg_m2","200___249_MJ_m2","____17_0_C","0_5___1_5","25___50__","0_52_kg_m2","0_65_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","1___2__","0_40_kg_m2","0_00_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","1___2__","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_l_ha","____4","0___1","____4","33___35_hkg_ha"
"2710","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","15_0___16_9_C","5_5___6_5","2___6_%","5_5___6_5","0_46_kg_m2","0_35_kg_m2","___150_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_00_kg_m2","1_00_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_24_kg_m2","0_55_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","____4","0___1","105___107_hkg_ha"
"2711","0_18_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","1___2_%","4_5___5_5","0_44_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","3_5___4_5","0_00___0_01__","0_78_kg_m2","0_65_kg_m2","300___349_MJ_m2","____17_0_C","2_5___3_5","0_00___0_01__","0_96_kg_m2","0_45_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","2___3","2___3","0___1","81___83_hkg_ha"
"2712","0_24_kg_m2","0_45_kg_m2","___150_MJ_m2","13_0___14_9_C","4_5___5_5","1___2_%","5_5___6_5","0_66_kg_m2","0_75_kg_m2","200___249_MJ_m2","___13_0_C","4_5___5_5","0_00___0_01__","1_04_kg_m2","0_75_kg_m2","300___349_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_22_kg_m2","0_45_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","2___3","____4","2___3","103___105_hkg_ha"
"2713","0_36_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_52_kg_m2","0_40_kg_m2","____250_MJ_m2","____17_0_C","1_5___2_5","50___100__","0_40_kg_m2","0_00_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_0___0_5","50___100__","0_30_kg_m2","0_00_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_0___0_5","10___25__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","____4","____4","2___3","25___27_hkg_ha"
"2714","0_26_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","25___50_%","4_5___5_5","0_48_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","0_01___0_5__","0_78_kg_m2","0_65_kg_m2","350___399_MJ_m2","____17_0_C","1_5___2_5","0_01___0_5__","1_04_kg_m2","0_65_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_50_l_ha","0___1","0___1","____4","87___89_hkg_ha"
"2715","0_34_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_58_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_04_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_04_kg_m2","0_30_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_50_l_ha","2___3","2___3","____4","87___89_hkg_ha"
"2716","0_20_kg_m2","0_40_kg_m2","150___199_MJ_m2","____17_0_C","2_5___3_5","6___10_%","2_5___3_5","0_52_kg_m2","0_60_kg_m2","____250_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_74_kg_m2","0_55_kg_m2","300___349_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","0_88_kg_m2","0_45_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","0___1","____4","____4","73___75_hkg_ha"
"2717","0_30_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","10___25_%","4_5___5_5","0_64_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_5___1__","1_08_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_34_kg_m2","0_60_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_75_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","0___1","0___1","113___115_hkg_ha"
"2718","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","25___50_%","4_5___5_5","0_26_kg_m2","0_15_kg_m2","150___199_MJ_m2","____17_0_C","0_5___1_5","50___100__","0_34_kg_m2","0_25_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","50___100__","0_20_kg_m2","0_00_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_0___0_5","0_5___1__","T_rt_og_varmt","0_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_50_l_ha","0___1","2___3","0___1","15___17_hkg_ha"
"2719","0_22_kg_m2","0_45_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","1___2_%","4_5___5_5","0_48_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","6___10__","1_00_kg_m2","0_95_kg_m2","____400_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1__","1_18_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_75_l_ha","0___1","2___3","0___1","99___101_hkg_ha"
"2720","0_44_kg_m2","0_70_kg_m2","200___249_MJ_m2","15_0___16_9_C","___6_5","0_01___0_5_%","5_5___6_5","0_70_kg_m2","0_55_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_14_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","4_5___5_5","0_01___0_5__","1_30_kg_m2","0_50_kg_m2","350___399_MJ_m2","15_0___16_9_C","0_5___1_5","0_01___0_5__","T_rt_og_koldt","0_75_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_koldt","0_l_ha","0___1","2___3","0___1","109___111_hkg_ha"
"2721","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_01___0_5_%","5_5___6_5","0_46_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","0_00___0_01__","1_16_kg_m2","1_15_kg_m2","350___399_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","1_34_kg_m2","0_60_kg_m2","___300_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","V_dt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","2___3","____4","113___115_hkg_ha"
"2722","0_40_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_68_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_01___0_5__","1_18_kg_m2","0_90_kg_m2","350___399_MJ_m2","____17_0_C","2_5___3_5","0_01___0_5__","1_28_kg_m2","0_40_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","2___3","2___3","107___109_hkg_ha"
"2723","0_32_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","1___2_%","___6_5","0_56_kg_m2","0_45_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","0_00___0_01__","1_04_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_16_kg_m2","0_45_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","T_rt_og_koldt","0_75_l_ha","0___1","0___1","0___1","97___99_hkg_ha"
"2724","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","15_0___16_9_C","5_5___6_5","2___6_%","___6_5","0_54_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","4_5___5_5","2___6__","0_88_kg_m2","0_75_kg_m2","350___399_MJ_m2","____17_0_C","2_5___3_5","0_5___1__","0_96_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_5___1__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_l_ha","0___1","2___3","0___1","81___83_hkg_ha"
"2725","0_24_kg_m2","0_45_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","25___50_%","3_5___4_5","0_38_kg_m2","0_30_kg_m2","___150_MJ_m2","15_0___16_9_C","2_5___3_5","6___10__","0_74_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","10___25__","0_98_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_l_ha","T_rt_og_koldt","0_75_l_ha","____4","0___1","0___1","81___83_hkg_ha"
"2726","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","___13_0_C","4_5___5_5","0_01___0_5_%","4_5___5_5","0_48_kg_m2","0_45_kg_m2","150___199_MJ_m2","____17_0_C","4_5___5_5","0_00___0_01__","1_00_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_08_kg_m2","0_35_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_25_l_ha","____4","2___3","0___1","91___93_hkg_ha"
"2727","0_30_kg_m2","0_55_kg_m2","200___249_MJ_m2","____17_0_C","5_5___6_5","0_00___0_01_%","5_5___6_5","0_64_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_00___0_01__","1_12_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_34_kg_m2","0_55_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_koldt","0_l_ha","2___3","2___3","2___3","113___115_hkg_ha"
"2728","0_18_kg_m2","0_40_kg_m2","150___199_MJ_m2","15_0___16_9_C","4_5___5_5","10___25_%","5_5___6_5","0_38_kg_m2","0_40_kg_m2","200___249_MJ_m2","15_0___16_9_C","1_5___2_5","50___100__","0_36_kg_m2","0_20_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_0___0_5","50___100__","0_26_kg_m2","0_00_kg_m2","350___399_MJ_m2","____17_0_C","0_0___0_5","0_5___1__","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_50_l_ha","____4","0___1","2___3","21___23_hkg_ha"
"2729","0_26_kg_m2","0_45_kg_m2","___150_MJ_m2","13_0___14_9_C","___6_5","2___6_%","___6_5","0_66_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","0_01___0_5__","1_16_kg_m2","0_85_kg_m2","300___349_MJ_m2","15_0___16_9_C","3_5___4_5","0_00___0_01__","1_16_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","0___1","____4","0___1","99___101_hkg_ha"
"2730","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","5_5___6_5","2___6_%","5_5___6_5","0_60_kg_m2","0_55_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","1___2__","0_96_kg_m2","0_75_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","10___25__","1_16_kg_m2","0_50_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","25___50__","T_rt_og_koldt","0_l_ha","V_dt_og_varmt","0_l_ha","T_rt_og_varmt","0_l_ha","0___1","____4","0___1","97___99_hkg_ha"
"2731","0_18_kg_m2","0_40_kg_m2","___150_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","4_5___5_5","0_52_kg_m2","0_65_kg_m2","200___249_MJ_m2","15_0___16_9_C","4_5___5_5","0_00___0_01__","0_86_kg_m2","0_70_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_06_kg_m2","0_50_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","V_dt_og_varmt","0_25_l_ha","2___3","2___3","2___3","89___91_hkg_ha"
"2732","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","4_5___5_5","10___25_%","5_5___6_5","0_66_kg_m2","0_70_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","0_5___1__","1_12_kg_m2","0_90_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","1___2__","1_18_kg_m2","0_40_kg_m2","___300_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_koldt","0_l_ha","T_rt_og_varmt","0_75_l_ha","0___1","____4","0___1","99___101_hkg_ha"
"2733","0_26_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","10___25_%","___6_5","0_58_kg_m2","0_60_kg_m2","150___199_MJ_m2","13_0___14_9_C","___6_5","2___6__","0_96_kg_m2","0_80_kg_m2","300___349_MJ_m2","13_0___14_9_C","4_5___5_5","0_5___1__","1_14_kg_m2","0_55_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","T_rt_og_varmt","0_50_l_ha","T_rt_og_varmt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","0___1","0___1","97___99_hkg_ha"
"2734","0_34_kg_m2","0_65_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","2___6_%","3_5___4_5","0_60_kg_m2","0_50_kg_m2","200___249_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_00_kg_m2","0_80_kg_m2","350___399_MJ_m2","15_0___16_9_C","2_5___3_5","0_00___0_01__","1_06_kg_m2","0_30_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_50_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","2___3","____4","89___91_hkg_ha"
"2735","0_12_kg_m2","0_25_kg_m2","____250_MJ_m2","15_0___16_9_C","0_5___1_5","50___100_%","5_5___6_5","0_20_kg_m2","0_25_kg_m2","150___199_MJ_m2","____17_0_C","0_5___1_5","1___2__","0_44_kg_m2","0_50_kg_m2","350___399_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","0_38_kg_m2","0_05_kg_m2","___300_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_50_l_ha","V_dt_og_varmt","0_50_l_ha","T_rt_og_koldt","0_25_l_ha","0___1","____4","2___3","31___33_hkg_ha"
"2736","0_24_kg_m2","0_45_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","50___100_%","5_5___6_5","0_36_kg_m2","0_35_kg_m2","150___199_MJ_m2","15_0___16_9_C","2_5___3_5","2___6__","0_66_kg_m2","0_60_kg_m2","350___399_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_92_kg_m2","0_60_kg_m2","350___399_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","T_rt_og_koldt","0_50_l_ha","T_rt_og_varmt","0_50_l_ha","0___1","0___1","0___1","77___79_hkg_ha"
"2737","0_28_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","2___6_%","2_5___3_5","0_44_kg_m2","0_40_kg_m2","____250_MJ_m2","13_0___14_9_C","1_5___2_5","0_00___0_01__","0_64_kg_m2","0_50_kg_m2","____400_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","0_52_kg_m2","0_00_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","0_00___0_01__","T_rt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_l_ha","0___1","2___3","0___1","43___45_hkg_ha"
"2738","0_30_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","10___25_%","2_5___3_5","0_56_kg_m2","0_55_kg_m2","200___249_MJ_m2","___13_0_C","2_5___3_5","1___2__","0_86_kg_m2","0_70_kg_m2","300___349_MJ_m2","15_0___16_9_C","1_5___2_5","0_00___0_01__","0_68_kg_m2","0_00_kg_m2","___300_MJ_m2","13_0___14_9_C","0_0___0_5","0_00___0_01__","V_dt_og_varmt","0_75_l_ha","V_dt_og_koldt","0_75_l_ha","T_rt_og_koldt","0_25_l_ha","____4","____4","0___1","57___59_hkg_ha"
"2739","0_36_kg_m2","0_60_kg_m2","200___249_MJ_m2","13_0___14_9_C","4_5___5_5","2___6_%","4_5___5_5","0_62_kg_m2","0_55_kg_m2","____250_MJ_m2","13_0___14_9_C","3_5___4_5","10___25__","1_04_kg_m2","0_80_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","25___50__","0_90_kg_m2","0_05_kg_m2","___300_MJ_m2","15_0___16_9_C","0_0___0_5","25___50__","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","V_dt_og_koldt","0_l_ha","____4","2___3","____4","75___77_hkg_ha"
"2740","0_34_kg_m2","0_60_kg_m2","200___249_MJ_m2","___13_0_C","2_5___3_5","0_00___0_01_%","3_5___4_5","0_60_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","2_5___3_5","0_00___0_01__","0_98_kg_m2","0_70_kg_m2","350___399_MJ_m2","____17_0_C","1_5___2_5","0_00___0_01__","1_04_kg_m2","0_30_kg_m2","___300_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_50_l_ha","V_dt_og_koldt","0_25_l_ha","T_rt_og_varmt","0_75_l_ha","____4","____4","0___1","89___91_hkg_ha"
"2741","0_28_kg_m2","0_50_kg_m2","150___199_MJ_m2","13_0___14_9_C","5_5___6_5","0_5___1_%","5_5___6_5","0_58_kg_m2","0_55_kg_m2","200___249_MJ_m2","___13_0_C","5_5___6_5","0_00___0_01__","1_04_kg_m2","0_85_kg_m2","350___399_MJ_m2","____17_0_C","3_5___4_5","0_00___0_01__","1_14_kg_m2","0_35_kg_m2","300___349_MJ_m2","15_0___16_9_C","0_5___1_5","0_00___0_01__","T_rt_og_varmt","0_25_l_ha","V_dt_og_koldt","0_25_l_ha","V_dt_og_varmt","0_75_l_ha","2___3","____4","0___1","97___99_hkg_ha"
"2742","0_22_kg_m2","0_40_kg_m2","150___199_MJ_m2","13_0___14_9_C","2_5___3_5","1___2_%","2_5___3_5","0_46_kg_m2","0_45_kg_m2","200___249_MJ_m2","15_0___16_9_C","2_5___3_5","1___2__","0_86_kg_m2","0_75_kg_m2","350___399_MJ_m2","13_0___14_9_C","1_5___2_5","0_01___0_5__","0_94_kg_m2","0_40_kg_m2","___300_MJ_m2","____17_0_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_25_l_ha","T_rt_og_koldt","0_l_ha","0___1","____4","2___3","79___81_hkg_ha"
"2743","0_24_kg_m2","0_50_kg_m2","150___199_MJ_m2","___13_0_C","3_5___4_5","1___2_%","3_5___4_5","0_50_kg_m2","0_50_kg_m2","200___249_MJ_m2","13_0___14_9_C","3_5___4_5","0_5___1__","0_98_kg_m2","0_90_kg_m2","300___349_MJ_m2","15_0___16_9_C","2_5___3_5","0_5___1__","1_26_kg_m2","0_65_kg_m2","300___349_MJ_m2","13_0___14_9_C","0_5___1_5","0_00___0_01__","V_dt_og_koldt","0_l_ha","V_dt_og_varmt","0_l_ha","V_dt_og_varmt","0_75_l_ha","____4","____4","____4","105___107_hkg_ha"
