"","N0_7muVerMo","SubjVertMo","QGVertMotion","CombVerMo","AreaMeso_ALS","SatContMoist","RaoContMoist","CombMoisture","AreaMoDryAir","VISCloudCov","IRCloudCover","CombClouds","CldShadeOth","AMInstabMt","InsInMt","WndHodograph","OutflowFrMt","MorningBound","Boundaries","CldShadeConv","CompPlFcst","CapChange","LoLevMoistAd","InsChange","MountainFcst","Date","Scenario","ScenRelAMCIN","MorningCIN","AMCINInScen","CapInScen","ScenRelAMIns","LIfr12ZDENSd","AMDewptCalPl","AMInsWliScen","InsSclInScen","ScenRel3_4","LatestCIN","LLIW","CurPropConv","ScnRelPlFcst","PlainsFcst","N34StarFcst","R5Fcst","Dewpoints","LowLLapse","MeanRH","MidLLapse","MvmtFeatures","RHRatio","SfcWndShfDis","SynForcng","TempDis","WindAloft","WindFieldMt","WindFieldPln"
"2592","WeakUp","Neutral","Neutral","Neutral","Neutral","Wet","Dry","Neutral","Neutral","PC","Cloudy","PC","PC","Strong","Strong","StrongWest","Strong","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Jul16_Aug10","E","CThruK","Stifling","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Strong","Moderate","E","SIG","SIG","SIG","HighEvrywher","Steep","Average","ModerateOrLe","NoMajor","Other","DryLine","SigPositive","None","LV","Westerly","LV"
"2593","WeakUp","WeakUp","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Weak","Weak","Strong","Marked","DecCapIncIns","Decreasing","WeakPos","Decreasing","SVR","Aug11_Aug20","B","AB","None","LessThanAve","LessThanAve","ABI","LILt_8","Stability","Average","Average","B","None","Unfavorable","None","B","XNIL","SIG","SVR","LowAtStation","Stable","Dry","Steep","NoMajor","DryMMoistL","DenvCyclone","LittleChange","Other","SWQuad","LVorOther","DenvCyclone"
"2594","Down","Neutral","StrongUp","StrongUp","StrongUp","Dry","Neutral","Wet","Wet","Clear","PC","PC","PC","Weak","Strong","Other","None","Weak","Strong","None","DecCapIncIns","Decreasing","WeakPos","LittleChange","SVR","Jun15_Jul1","I","CThruK","PartInhibit","Average","Average","ABI","N5GtLIGt_8","Instability","MoreUnstable","MoreUnstable","HI","PartInhibit","Moderate","Moderate","I","SVR","SVR","SVR","HighEvrywher","Stable","Dry","CloseToDryAd","OtherRapid","Other","E_W_S","SigNegative","QStationary","NWQuad","LVorOther","LV"
"2595","Down","Neutral","Neutral","Neutral","Neutral","Wet","Dry","Neutral","Neutral","Clear","PC","Clear","Clear","Strong","Strong","Other","Weak","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul16_Aug10","D","CThruK","Stifling","Average","Average","CDEJ","LIGt0","Instability","MoreUnstable","LessUnstable","D","None","Strong","Strong","D","SVR","SVR","SVR","LowMtsHighPl","CloseToDryAd","Dry","Steep","OtherRapid","Other","None","SigNegative","Other","NWQuad","Westerly","SEQuad"
"2596","Down","Neutral","Neutral","Neutral","Neutral","Wet","Neutral","Neutral","Neutral","Clear","Clear","Clear","Clear","None","Weak","StrongWest","Weak","Strong","Weak","Some","IncCapDecIns","Increasing","WeakPos","Increasing","SIG","May15_Jun14","K","CThruK","PartInhibit","Average","MoreThanAve","K","N5GtLIGt_8","Stability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","Moderate","K","XNIL","SIG","SIG","LowEvrywhere","ModerateOrLe","Average","Steep","StrongFront","DryMMoistL","MovingFtorOt","PosToNeg","QStationary","LV","Westerly","E_NE"
"2597","Down","Down","Neutral","Down","Down","Wet","Neutral","Wet","Neutral","Cloudy","Cloudy","Cloudy","PC","Strong","Strong","DCVZFavor","Strong","None","Weak","Some","LittleChange","LittleChange","WeakPos","LittleChange","SIG","Jul2_Jul15","J","CThruK","None","Average","Average","CDEJ","N5GtLIGt_8","Stability","Average","Average","GJ","None","Moderate","Strong","J","SIG","SIG","SIG","LowAtStation","Steep","Average","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"2598","Neutral","WeakUp","StrongUp","WeakUp","WeakUp","Dry","Neutral","Wet","Wet","PC","Cloudy","PC","PC","Strong","Strong","StrongWest","None","Strong","Weak","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","Jul2_Jul15","G","CThruK","None","Average","Average","G","N1GtLIGt_4","Neutral","Average","MoreUnstable","GJ","None","Weak","Strong","G","SIG","SIG","SVR","LowNHighS","CloseToDryAd","Dry","CloseToDryAd","NoMajor","MoistMDryL","DenvCyclone","LittleChange","None","LV","Westerly","LV"
"2599","StrongUp","Neutral","WeakUp","WeakUp","WeakUp","Neutral","VeryWet","Wet","Wet","Clear","PC","Clear","Clear","Strong","Strong","StrongWest","Strong","None","Weak","Marked","LittleChange","LittleChange","Neutral","LittleChange","XNIL","Aug20_Sep15","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","N5GtLIGt_8","Stability","Average","Average","ACEFK","PartInhibit","Unfavorable","None","K","XNIL","XNIL","XNIL","Other","ModerateOrLe","Average","ModerateOrLe","OtherRapid","MoistMDryL","DenvCyclone","SigPositive","QStationary","AllElse","Westerly","WidespdDnsl"
"2600","WeakUp","StronUp","Neutral","StrongUp","StrongUp","Neutral","Dry","Dry","Neutral","Clear","Clear","Clear","Clear","Weak","Strong","Other","None","None","None","Some","DecCapIncIns","Decreasing","Neutral","Increasing","SVR","Aug11_Aug20","E","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Neutral","Average","Average","ACEFK","PartInhibit","Weak","None","E","SIG","SIG","SVR","LowEvrywhere","Steep","Average","Steep","NoMajor","MoistMDryL","DryLine","SigPositive","Other","LV","LVorOther","WidespdDnsl"
"2601","WeakUp","Neutral","WeakUp","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Cloudy","Cloudy","Cloudy","Cloudy","None","None","StrongWest","None","None","None","None","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","May15_Jun14","C","CThruK","Stifling","Average","Average","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","ACEFK","None","Strong","Strong","C","SVR","SVR","SVR","LowNHighS","Steep","Dry","ModerateOrLe","MarkedUpper","MoistMDryL","None","NegToPos","QStationary","AllElse","Westerly","LV"
"2602","WeakUp","Neutral","Neutral","WeakUp","WeakUp","Wet","Dry","Wet","Wet","Clear","PC","Clear","Clear","None","None","DCVZFavor","None","None","Weak","None","DecCapIncIns","Decreasing","Neutral","Decreasing","XNIL","May15_Jun14","H","CThruK","None","LessThanAve","LessThanAve","H","N1GtLIGt_4","Stability","Average","Average","HI","None","Weak","Strong","H","XNIL","XNIL","XNIL","LowMtsHighPl","Stable","Average","CloseToDryAd","MarkedUpper","DryMMoistL","Other","SigNegative","None","NWQuad","LVorOther","E_NE"
"2603","StrongUp","Down","Down","Neutral","Neutral","Wet","Neutral","Dry","Dry","Clear","Clear","Clear","Clear","Weak","Strong","DCVZFavor","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Neutral","LittleChange","SVR","Jul2_Jul15","I","CThruK","PartInhibit","Average","MoreThanAve","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Slight","I","XNIL","XNIL","SVR","LowSHighN","ModerateOrLe","Average","ModerateOrLe","NoMajor","Other","E_W_N","SigNegative","QStationary","AllElse","LVorOther","E_NE"
"2604","WeakUp","Neutral","WeakUp","WeakUp","WeakUp","Dry","Dry","Wet","VeryWet","PC","Cloudy","PC","Cloudy","Weak","Weak","Westerly","None","Weak","None","None","IncCapDecIns","Increasing","Negative","Decreasing","SIG","Jun15_Jul1","J","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","LILt_8","Instability","Average","LessUnstable","GJ","None","Weak","Slight","J","XNIL","XNIL","SIG","LowMtsHighPl","Steep","Average","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","None","LV","LVorOther","DenvCyclone"
"2605","Down","Neutral","Down","Down","Down","Wet","VeryWet","VeryWet","VeryWet","PC","PC","Clear","Clear","Strong","Strong","Other","None","None","None","None","IncCapDecIns","Increasing","Negative","LittleChange","XNIL","May15_Jun14","C","CThruK","Stifling","Average","MoreThanAve","CDEJ","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","PartInhibit","Weak","None","C","XNIL","XNIL","XNIL","LowEvrywhere","ModerateOrLe","Dry","Steep","NoMajor","Other","E_W_N","LittleChange","None","AllElse","LVorOther","LV"
"2606","WeakUp","Neutral","WeakUp","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Clear","PC","Clear","Clear","Weak","Weak","Other","None","None","None","Some","LittleChange","LittleChange","Negative","LittleChange","SIG","Aug20_Sep15","B","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Neutral","Average","Average","B","PartInhibit","Moderate","Moderate","B","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Dry","Steep","NoMajor","DryMMoistL","MovingFtorOt","SigNegative","QStationary","SWQuad","LVorOther","DenvCyclone"
"2607","Down","WeakUp","Neutral","WeakUp","WeakUp","VeryWet","VeryWet","VeryWet","VeryWet","PC","PC","PC","Cloudy","None","None","DCVZFavor","None","None","None","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","May15_Jun14","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","LIGt0","Stability","LessUnstable","LessUnstable","ACEFK","None","Moderate","Moderate","K","XNIL","XNIL","XNIL","Other","Steep","Average","ModerateOrLe","OtherRapid","Other","E_W_N","NegToPos","QStationary","AllElse","Westerly","SEQuad"
"2608","StrongUp","StronUp","Down","WeakUp","WeakUp","Dry","Neutral","Neutral","Neutral","Clear","Cloudy","PC","PC","Weak","Strong","Westerly","Strong","None","Weak","Some","LittleChange","LittleChange","Neutral","LittleChange","SIG","Aug20_Sep15","E","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","Average","ACEFK","PartInhibit","Strong","Moderate","E","SVR","SVR","SVR","LowNHighS","Steep","Dry","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","None","SWQuad","Westerly","LV"
"2609","Down","Neutral","StrongUp","Neutral","Neutral","Neutral","Wet","Neutral","Wet","Clear","PC","Clear","Clear","Strong","Strong","Other","Weak","Strong","Strong","None","LittleChange","LittleChange","Neutral","LittleChange","SIG","May15_Jun14","K","CThruK","Stifling","MoreThanAve","MoreThanAve","K","LIGt0","Stability","Average","LessUnstable","ACEFK","None","Weak","Moderate","K","XNIL","XNIL","SIG","Other","Steep","Dry","ModerateOrLe","MarkedUpper","DryMMoistL","MovingFtorOt","SigNegative","QStationary","AllElse","Westerly","WidespdDnsl"
"2610","Neutral","Neutral","WeakUp","Neutral","Neutral","Dry","Neutral","Dry","Dry","Cloudy","Clear","Clear","Clear","Strong","Strong","Westerly","Weak","None","Weak","Some","IncCapDecIns","Increasing","Negative","LittleChange","SVR","Jun15_Jul1","A","AB","PartInhibit","Average","MoreThanAve","ABI","LILt_8","Neutral","MoreUnstable","Average","ACEFK","Stifling","Strong","Slight","A","SIG","SIG","SVR","LowSHighN","ModerateOrLe","Average","Steep","StrongFront","Other","MovingFtorOt","NegToPos","Other","SWQuad","LVorOther","DenvCyclone"
"2611","Down","StronUp","StrongUp","WeakUp","WeakUp","VeryWet","Neutral","Wet","VeryWet","Cloudy","PC","Cloudy","Cloudy","Strong","Strong","StrongWest","Strong","Weak","Weak","Some","LittleChange","LittleChange","Neutral","LittleChange","SIG","Aug20_Sep15","I","CThruK","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Neutral","Average","MoreUnstable","HI","Stifling","Moderate","Slight","I","XNIL","XNIL","SIG","LowSHighN","ModerateOrLe","Average","CloseToDryAd","NoMajor","DryMMoistL","MovingFtorOt","SigNegative","QStationary","AllElse","LVorOther","SEQuad"
"2612","StrongUp","Neutral","Neutral","StrongUp","StrongUp","Wet","VeryWet","VeryWet","VeryWet","Clear","PC","Clear","PC","None","None","Westerly","None","None","None","None","LittleChange","LittleChange","Neutral","Increasing","XNIL","Aug20_Sep15","J","CThruK","TotalInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","MoreUnstable","MoreUnstable","GJ","PartInhibit","Weak","Strong","J","SIG","SIG","SIG","LowMtsHighPl","ModerateOrLe","Average","Steep","NoMajor","DryMMoistL","DryLine","LittleChange","None","LV","LVorOther","LV"
"2613","Neutral","StronUp","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","Clear","Clear","Clear","Clear","Weak","Strong","Westerly","Strong","Strong","Weak","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug11_Aug20","J","CThruK","Stifling","Average","LessThanAve","CDEJ","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","GJ","None","Weak","Moderate","J","XNIL","XNIL","SIG","LowMtsHighPl","ModerateOrLe","Average","ModerateOrLe","NoMajor","DryMMoistL","E_W_N","LittleChange","None","LV","LVorOther","SEQuad"
"2614","Neutral","WeakUp","WeakUp","WeakUp","WeakUp","Dry","Neutral","Dry","Neutral","PC","PC","Clear","Clear","Weak","Strong","Westerly","Strong","Strong","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul2_Jul15","I","CThruK","Stifling","MoreThanAve","MoreThanAve","ABI","N1GtLIGt_4","Neutral","LessUnstable","LessUnstable","HI","None","Weak","Slight","I","XNIL","XNIL","SIG","HighEvrywher","CloseToDryAd","Average","ModerateOrLe","MarkedUpper","Other","MovingFtorOt","PosToNeg","Moving","SWQuad","LVorOther","E_NE"
"2615","Down","Neutral","Down","Neutral","Neutral","Neutral","VeryWet","VeryWet","Wet","Clear","PC","PC","PC","Strong","Strong","DCVZFavor","Strong","Strong","Strong","Some","DecCapIncIns","Decreasing","StrongPos","LittleChange","SVR","Aug20_Sep15","K","CThruK","PartInhibit","Average","LessThanAve","K","N5GtLIGt_8","Stability","Average","MoreUnstable","ACEFK","Stifling","Weak","None","K","XNIL","XNIL","SVR","LowNHighS","CloseToDryAd","Average","ModerateOrLe","MarkedUpper","MoistMDryL","E_W_N","SigNegative","Other","NWQuad","Westerly","WidespdDnsl"
"2616","WeakUp","WeakUp","Neutral","WeakUp","WeakUp","Neutral","Dry","Dry","Dry","Clear","Clear","Clear","Clear","None","Weak","Other","Weak","None","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","XNIL","Jul16_Aug10","J","CThruK","Stifling","Average","LessThanAve","CDEJ","LILt_8","Neutral","MoreUnstable","MoreUnstable","GJ","None","Moderate","Strong","J","SVR","SVR","SVR","LowAtStation","Steep","Dry","Steep","NoMajor","MoistMDryL","DryLine","LittleChange","None","LV","LVorOther","LV"
"2617","StrongUp","Neutral","Down","Down","Down","Wet","VeryWet","Wet","Wet","Cloudy","Clear","Cloudy","PC","Strong","Strong","Other","Weak","None","Weak","Marked","IncCapDecIns","Increasing","Negative","LittleChange","SIG","Jul16_Aug10","I","CThruK","PartInhibit","Average","MoreThanAve","ABI","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Slight","I","SIG","SIG","SIG","LowSHighN","ModerateOrLe","Average","ModerateOrLe","NoMajor","DryMMoistL","E_W_S","SigNegative","Moving","SWQuad","Westerly","LV"
"2618","Neutral","Neutral","StrongUp","Neutral","Neutral","Neutral","Dry","Dry","Neutral","PC","Clear","PC","PC","Weak","Strong","DCVZFavor","Strong","Strong","Strong","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Jul2_Jul15","C","CThruK","TotalInhibit","MoreThanAve","LessThanAve","CDEJ","N5GtLIGt_8","Stability","Average","LessUnstable","ACEFK","PartInhibit","Moderate","Moderate","C","XNIL","XNIL","SIG","LowEvrywhere","ModerateOrLe","Dry","Steep","OtherRapid","Other","E_W_S","SigPositive","Other","AllElse","LVorOther","WidespdDnsl"
"2619","Down","StronUp","Neutral","StrongUp","StrongUp","Neutral","Neutral","Neutral","Neutral","PC","Clear","Clear","Cloudy","Weak","Strong","Westerly","None","None","None","Some","LittleChange","LittleChange","WeakPos","Increasing","SIG","Jul16_Aug10","E","CThruK","PartInhibit","LessThanAve","LessThanAve","CDEJ","N1GtLIGt_4","Instability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","E","XNIL","XNIL","SIG","LowNHighS","Steep","Dry","Steep","NoMajor","Other","E_W_S","LittleChange","None","SWQuad","Westerly","LV"
"2620","WeakUp","WeakUp","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","PC","Clear","PC","PC","None","Weak","Other","Weak","Weak","Strong","None","LittleChange","LittleChange","WeakPos","Increasing","XNIL","Jul16_Aug10","J","CThruK","PartInhibit","Average","Average","CDEJ","N1GtLIGt_4","Stability","LessUnstable","MoreUnstable","GJ","Stifling","Weak","None","J","XNIL","XNIL","XNIL","LowMtsHighPl","ModerateOrLe","Dry","ModerateOrLe","NoMajor","DryMMoistL","DryLine","LittleChange","QStationary","LV","LVorOther","LV"
"2621","Neutral","Neutral","Neutral","Neutral","Neutral","Wet","Wet","Neutral","Neutral","Clear","PC","Clear","Clear","None","Strong","StrongWest","Strong","Weak","Weak","Marked","LittleChange","LittleChange","Neutral","LittleChange","SVR","Aug20_Sep15","B","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","B","None","Moderate","Moderate","B","XNIL","XNIL","SVR","LowNHighS","ModerateOrLe","VeryMoist","ModerateOrLe","MarkedUpper","DryMMoistL","DenvCyclone","PosToNeg","Other","AllElse","LVorOther","DenvCyclone"
"2622","StrongUp","Down","Neutral","Neutral","Neutral","VeryWet","Neutral","Wet","Wet","PC","Clear","Clear","PC","None","None","Other","None","None","None","None","IncCapDecIns","Increasing","Neutral","LittleChange","XNIL","Jul2_Jul15","A","AB","PartInhibit","Average","Average","ABI","N1GtLIGt_4","Instability","MoreUnstable","MoreUnstable","ACEFK","None","Weak","Moderate","A","SVR","SVR","SVR","HighEvrywher","Stable","VeryMoist","Steep","MarkedUpper","Other","DryLine","SigNegative","QStationary","SWQuad","Westerly","DenvCyclone"
"2623","Neutral","Down","Neutral","Neutral","Neutral","Neutral","Dry","Dry","Dry","PC","PC","PC","PC","None","Weak","Westerly","Weak","None","Weak","None","LittleChange","LittleChange","WeakPos","LittleChange","XNIL","Jul2_Jul15","J","CThruK","PartInhibit","MoreThanAve","MoreThanAve","CDEJ","N1GtLIGt_4","Stability","Average","Average","GJ","None","Weak","Slight","J","XNIL","XNIL","XNIL","LowAtStation","ModerateOrLe","Average","ModerateOrLe","NoMajor","Other","DryLine","NegToPos","None","LV","LVorOther","LV"
"2624","Neutral","Neutral","Neutral","Neutral","Neutral","VeryWet","Neutral","VeryWet","Wet","Clear","PC","Clear","Clear","Strong","Strong","Other","None","Weak","Weak","None","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","I","CThruK","PartInhibit","Average","LessThanAve","ABI","N5GtLIGt_8","Stability","LessUnstable","LessUnstable","HI","PartInhibit","Moderate","Strong","I","XNIL","XNIL","SIG","LowSHighN","Steep","Dry","ModerateOrLe","NoMajor","DryMMoistL","E_W_S","PosToNeg","QStationary","AllElse","LVorOther","DenvCyclone"
"2625","Neutral","Neutral","Down","Neutral","Neutral","Neutral","VeryWet","Dry","Dry","PC","Clear","PC","PC","Strong","Strong","StrongWest","Strong","None","Strong","Marked","IncCapDecIns","Increasing","WeakPos","Increasing","SVR","May15_Jun14","A","AB","Stifling","Average","Average","ABI","N1GtLIGt_4","Stability","LessUnstable","LessUnstable","ACEFK","PartInhibit","Weak","None","A","XNIL","XNIL","SVR","LowSHighN","Steep","Dry","Steep","MarkedUpper","Other","DenvCyclone","SigNegative","None","SWQuad","Westerly","E_NE"
"2626","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dry","Neutral","Neutral","PC","Clear","Clear","Clear","Strong","Strong","Other","Weak","None","None","Some","LittleChange","LittleChange","Neutral","LittleChange","SIG","Aug20_Sep15","H","CThruK","Stifling","MoreThanAve","MoreThanAve","H","N5GtLIGt_8","Instability","MoreUnstable","Average","HI","None","Strong","Strong","H","SIG","SIG","SIG","Other","ModerateOrLe","Average","ModerateOrLe","NoMajor","DryMMoistL","Other","NegToPos","None","NWQuad","LVorOther","E_NE"
"2627","Down","WeakUp","Neutral","Down","Down","Neutral","Dry","Neutral","Neutral","Clear","PC","PC","PC","Weak","Strong","DCVZFavor","Weak","Weak","Strong","Some","LittleChange","LittleChange","Negative","Decreasing","SVR","Aug20_Sep15","H","CThruK","Stifling","Average","Average","H","N5GtLIGt_8","Neutral","Average","LessUnstable","HI","Stifling","Weak","None","H","XNIL","XNIL","SVR","HighEvrywher","Stable","Average","CloseToDryAd","MarkedUpper","DryMMoistL","Other","LittleChange","None","LV","Westerly","E_NE"
"2628","Down","Neutral","Neutral","Neutral","Neutral","Dry","VeryWet","Neutral","Neutral","PC","PC","PC","Clear","Weak","Strong","DCVZFavor","Weak","Weak","None","Some","DecCapIncIns","Decreasing","Negative","Decreasing","SIG","Aug20_Sep15","H","CThruK","None","Average","LessThanAve","H","LIGt0","Stability","LessUnstable","LessUnstable","HI","None","Moderate","Strong","H","SIG","SIG","SIG","LowMtsHighPl","Stable","VeryMoist","Steep","NoMajor","DryMMoistL","MovingFtorOt","PosToNeg","Moving","NWQuad","Westerly","E_NE"
